NAAM;Provincie;KML;Lat;Lon
Waalwijk;Noord-Brabant;<MultiGeometry><Polygon><coordinates>5.08176031432063,51.7223443976313 5.0835398427253,51.7209065325762 5.09754127925376,51.71757788784 5.10160144696142,51.713205309892 5.10685478747953,51.7108611122859 5.11150620109358,51.7035764047553 5.10305286914684,51.7024838202027 5.10649328531304,51.6773278323076 5.1015094672539,51.6768346901174 5.09499795058899,51.6745853974476 5.08890910253682,51.674740634637 5.08017543949076,51.671655351049 5.07204305080895,51.6707632013303 5.06062156541954,51.6711132441429 5.05797053527887,51.6683161649578 5.05840370640364,51.6617269471085 5.04917761715822,51.6616234240123 5.03087744426893,51.6665324029047 4.99224634272075,51.6762508881992 4.98726698286391,51.6546089279073 4.95789679762465,51.6515318828962 4.95776592532856,51.6596552274685 4.95373207546184,51.6707691451856 4.94750668438608,51.6769435921799 4.94298670402265,51.6788581101191 4.93316949395938,51.6767499725533 4.91799122393275,51.719959363529 4.93245112715072,51.7220120335172 4.94323414891623,51.7229756301433 4.96089430935141,51.7224132874049 4.97947165443484,51.7191801494614 4.99695193407222,51.7149590612758 5.01482283744253,51.7121678345111 5.02744559824242,51.7110736168601 5.04498814151123,51.7109969946495 5.05423184175275,51.7119036091997 5.06564435041452,51.7148878919785 5.08176031432063,51.7223443976313</coordinates></Polygon></MultiGeometry>;51,69232009;5,011821612
Waddinxveen;Zuid-Holland;<MultiGeometry><Polygon><coordinates>4.65996779809492,52.0641043069326 4.66402415822718,52.0577050411175 4.66969997839474,52.0555046352119 4.66900147427972,52.0523415467339 4.67980411133076,52.0520724687776 4.6773115532159,52.0439710659245 4.68728213787437,52.0431037508664 4.70603935516873,52.0401196975452 4.68666719070177,52.0303563908044 4.66727906348471,52.0250783354657 4.67038069569821,52.0228351973102 4.68112946634581,52.0203487868596 4.66660662092272,52.012970634599 4.66493446194994,52.0168579983164 4.66766556810401,52.0200958701095 4.66280034374351,52.0239842626515 4.64862803628801,52.0205710734158 4.64842532171381,52.018986514029 4.6368025905065,52.011679910359 4.62473576634706,52.0147220516168 4.59108949545884,52.0350873745887 4.60733462517838,52.0453119949411 4.61094747634587,52.0487108519908 4.60552916972269,52.0504383254048 4.60842164328744,52.0631386162079 4.60742717818777,52.0655265176386 4.6069068807503,52.0770497139206 4.62532044310129,52.0764432494699 4.62530724786655,52.0744472253732 4.63685096257519,52.0737371283598 4.63834840917759,52.0648050882767 4.6536594295885,52.0638707346654 4.65996779809492,52.0641043069326</coordinates></Polygon></MultiGeometry>;52,0423941;4,640707314
Wageningen;Gelderland;<MultiGeometry><Polygon><coordinates>5.72260563455577,51.9640507711536 5.70947566662974,51.9630305727914 5.68191830943255,51.9591588456315 5.67481612725014,51.9567951914385 5.6659890665021,51.9527994771464 5.65986328214934,51.9528362481442 5.64892262256655,51.9540012924932 5.64403859909481,51.9522143650507 5.64790859202444,51.9493960972835 5.64520573440971,51.9446448127654 5.64027080361465,51.9388278085152 5.63410876391866,51.9364086957688 5.62891644453728,51.936672666351 5.61788778002885,51.9413511275621 5.6059397253569,51.9431247868969 5.62016257021069,51.9514981119538 5.62730863723004,51.9524733054307 5.6249783606865,51.9600650522468 5.6202583027759,51.9665823268757 5.62485576462184,51.9704483655485 5.62606426876367,51.9740700644422 5.62008268402893,51.9774308690572 5.61503060017372,51.9828084985014 5.61381288004699,51.9903427817192 5.6099723401441,51.9936915344173 5.60601708882839,51.994164352398 5.60683216308193,51.9974224149592 5.61449201645329,51.9996496002805 5.61930736522875,51.9927384193433 5.6249456230511,51.9951415598343 5.62743301182159,51.9929875355434 5.6332176000273,51.9952757339321 5.63722093648649,51.9919172910798 5.65393492913776,51.9951736785585 5.65541719287852,51.9933066952171 5.66321327351893,51.9950247240319 5.66960147150513,51.9946684452664 5.67536809227832,51.9909514578229 5.68275040673994,51.9923639233596 5.68309329610792,51.993911468912 5.72436268793956,52.0007083315496 5.71663932761154,51.9814367059542 5.72131979975635,51.9804721477509 5.71847217166782,51.9744477275038 5.71369082964648,51.9679688744588 5.72088620285907,51.9669052123109 5.72260563455577,51.9640507711536</coordinates></Polygon></MultiGeometry>;51,97347594;5,66351019
Wassenaar;Zuid-Holland;<MultiGeometry><Polygon><coordinates>4.44047824550537,52.1556529831311 4.43886522234018,52.1532644844713 4.44298859864173,52.1453457864248 4.42741203335685,52.1332431538016 4.4183048593318,52.1244357910921 4.41354868468733,52.1216054206607 4.4011591308538,52.1118699931009 4.3914700772868,52.1052545632388 4.3727093620645,52.0947725930844 4.37007305339815,52.0960642064228 4.36020949078542,52.104701423644 4.35679873311509,52.1045899786627 4.34231819284857,52.0974818415247 4.33725299547206,52.0987695094644 4.32748452404176,52.0955670940848 4.32328209034433,52.0992165091288 4.33226434051592,52.1030400832928 4.33306047840107,52.1057307801807 4.32988549352101,52.108518807621 4.3029046754068,52.1283240991544 4.30945232521009,52.1327376222996 4.32867745959815,52.1476449026677 4.34760861320844,52.1640356141765 4.35488795444101,52.1696212055995 4.37178515245962,52.1844315577941 4.37421428566688,52.1869706147287 4.39164752894024,52.175888343019 4.39758755533486,52.1732032450863 4.40480185821733,52.1675024061915 4.40931924447447,52.1693420553212 4.41105953553635,52.1641367304179 4.41813517403952,52.1615127174543 4.4197715973831,52.1623443301553 4.42582057368517,52.1592903339196 4.43154875966513,52.1583671424518 4.44047824550537,52.1556529831311</coordinates></Polygon></MultiGeometry>;52,13762253;4,373151802
Waterland;Noord-Holland;<MultiGeometry><Polygon><coordinates>5.05948149820146,52.4856145406552 5.05896371186588,52.4829439220454 5.06065469375872,52.4766181532713 5.06901270712259,52.4708820651371 5.06826793296627,52.4686437485288 5.06251259670455,52.4677150753164 5.05088751855458,52.4693069562736 5.04157312088012,52.4658945259431 5.03322095167323,52.4671783888404 5.03316956376135,52.4648824996118 5.03756255188144,52.4608801928978 5.04346047077443,52.4575940957698 5.046074135035,52.4611813284537 5.04925779189519,52.4627653169084 5.05498288014324,52.4607712832115 5.04840420767638,52.455068780671 5.04754786572607,52.4486575099362 5.05030414947833,52.4450022389312 5.04810314975519,52.4425531008656 5.04886814101854,52.439617147945 5.06484292147385,52.4373432594581 5.06831842086431,52.438829855549 5.07806123270493,52.436557972795 5.08645657861993,52.4370879869804 5.08669278455371,52.4354214983037 5.08884647738236,52.4348432897791 5.09263671494028,52.4393084708731 5.09439940348317,52.4485985569207 5.09263671189908,52.4516621338874 5.09908635903166,52.4573919307909 5.10270962989495,52.4666533922254 5.10684513923593,52.4673201141453 5.11371262491442,52.4617849592082 5.12009843289266,52.4617929615561 5.13208013604909,52.4630979733459 5.13113975421351,52.4596330846156 5.12162380344441,52.455540298097 5.11108582971658,52.4540457007635 5.10617688573054,52.4501935579048 5.09912294240539,52.4502684867156 5.09495320064995,52.4485409976825 5.09412328736707,52.442304844344 5.09224012621087,52.4377549499777 5.08976778070073,52.4348924655636 5.08821983988796,52.4341924881022 5.08577294146166,52.4350023874859 5.08169623798459,52.431056756036 5.07487918990695,52.4287218804118 5.07302222043124,52.4240607356511 5.07336744084877,52.420850005156 5.06826359548938,52.4165581022721 5.05775661170743,52.4165377790815 5.04917720146431,52.415129274956 5.03504728145034,52.4182030997633 5.03004485959382,52.4156435002015 5.02897958568179,52.4188588186499 5.02161095291782,52.4212220515432 5.01820517710994,52.4190595520603 5.00071681836427,52.4252934097607 4.99048903821649,52.425429875967 4.98710155907571,52.4228417003298 4.98263648694758,52.4267622949549 4.97339490296176,52.4228122210976 4.94778864177616,52.4215622435439 4.95050536844843,52.4232146409747 4.95086136405915,52.4371407268478 4.94800167375825,52.4523886952346 4.95066085176768,52.4585952226991 4.94687729564258,52.468883110986 4.94716172933539,52.479520460115 4.94831638864179,52.4840048307246 4.95399779879076,52.4829386903127 4.95356263204317,52.4759153401339 4.95799486700226,52.4712272878222 4.96394091841469,52.4715821201347 4.97424748130503,52.470434892974 4.99796449893339,52.4947327709617 5.02479219276021,52.4848630734621 5.03099409971979,52.4884634348897 5.03861161761953,52.4883166840113 5.05751458828371,52.4907541415699 5.05948149820146,52.4856145406552</coordinates></Polygon></MultiGeometry>;52,45233747;5,015294628
Weert;Limburg;<MultiGeometry><Polygon><coordinates>5.79177008663461,51.2375369650422 5.78176670159543,51.2201387837252 5.77764925686447,51.2197039024041 5.77381327274019,51.2153210324146 5.76821273438166,51.2148974028501 5.76127677234964,51.2164500828883 5.75658144248681,51.2160608908681 5.75190434200473,51.2137252683309 5.75092718718565,51.2100143085445 5.75334400083857,51.2079421688149 5.75384595873077,51.2035713768059 5.75228488956613,51.2005879493371 5.74587746745135,51.1935918859048 5.74564130083668,51.1894989584849 5.7400983459646,51.1865514078821 5.72654366443339,51.1854836521458 5.70800381495969,51.1820546903873 5.69529484745495,51.1825589444916 5.68941153619727,51.1854196362039 5.6765410985228,51.1827255610817 5.67635961398001,51.1844287660157 5.66409380120555,51.186267296809 5.65804373326339,51.1847450142433 5.64974003700549,51.1936177050697 5.65408322316817,51.1942417002359 5.65273382960706,51.1976609898239 5.63670798538707,51.2027778914247 5.56604535610243,51.2209094019372 5.59432066281053,51.2260736850259 5.59441445539035,51.2241803903477 5.61878164305334,51.2294252738604 5.6234741176473,51.2490256035246 5.62526080433682,51.2714599496061 5.62597227488548,51.2736015967395 5.64399678849278,51.2905754856234 5.64874890784372,51.2851901249544 5.65695848254569,51.2797316108718 5.66780027356537,51.2773761177391 5.67451185199156,51.2770492857687 5.68475234785585,51.2801998837374 5.69568962920914,51.2824507263195 5.7088736407833,51.2835656451765 5.72356555377741,51.2826582514082 5.7303441801728,51.2809544790944 5.73677957768411,51.2767146081121 5.74213136893491,51.267688344475 5.74623846498218,51.2634737030753 5.75020055786771,51.26131142798 5.76481919230662,51.2557761941444 5.77832995188615,51.2501512142683 5.78236000533159,51.2473726451145 5.79177008663461,51.2375369650422</coordinates></Polygon></MultiGeometry>;51,23360505;5,691696159
Weesp;Noord-Holland;<MultiGeometry><Polygon><coordinates>5.10464608508277,52.2853846663955 5.10206587549734,52.279890838652 5.08770424252253,52.2816849267721 5.08459636257045,52.2794008511612 5.07708202142564,52.2779766105497 5.06462799770369,52.2782636269046 5.06441248259512,52.2807375892927 5.06547155590332,52.2851981588917 5.05940690162248,52.2892965134253 5.04748430220516,52.285019690537 5.04277872650294,52.2824881409077 5.03321252619359,52.2862581057919 5.03052848650636,52.2884871827026 5.02438170177095,52.2813574482031 5.02186727758315,52.2826532702371 5.02154326484949,52.3024568514876 5.01793291465061,52.3231923397644 5.0172733593478,52.3301867126565 5.02210103343988,52.3308710298543 5.03093656676929,52.3305448404939 5.04032850393377,52.328912333893 5.04608225655414,52.3267300174226 5.049398494169,52.3269357141507 5.06151363516401,52.3236747193137 5.06038973768035,52.3211638772045 5.05674186024702,52.3195994362409 5.06068866725143,52.3169370213912 5.06525952491971,52.3191815214947 5.06618323114788,52.3221978468255 5.07037596733934,52.3214017265457 5.07751453634933,52.3181771108167 5.09261494345105,52.3142166736308 5.09884932870085,52.311130521717 5.09625732728143,52.3068635446659 5.09677256162259,52.3004570399542 5.10197188863884,52.2978041956762 5.10741389862851,52.2976978533163 5.10603361346451,52.2946616208575 5.09935405062272,52.2928035064945 5.09856622435205,52.2908264911958 5.10464608508277,52.2853846663955</coordinates></Polygon></MultiGeometry>;52,30320518;5,058043448
West Betuwe;Gelderland;<MultiGeometry><Polygon><coordinates>5.41523425217355,51.8518010188407 5.40914905294286,51.8439239307738 5.40063329049762,51.8376587699455 5.39348218913658,51.8338290068814 5.38538613663331,51.8281856174064 5.37931614638739,51.8220939727604 5.3743362012192,51.8157176961015 5.36775497655414,51.8094276099212 5.36419191429873,51.8070268847057 5.35648962882489,51.8045142369243 5.3477619422781,51.8041217410798 5.3390321684154,51.8065941436604 5.33316349737251,51.8106565720009 5.32610522954136,51.8170085996416 5.31980634238503,51.8205630793761 5.31126962567418,51.8231444144432 5.30460037492105,51.8239633520569 5.29248144997356,51.8236547297037 5.28171804755772,51.8212075149453 5.26947889440065,51.8193359531149 5.25370414808751,51.8181651335209 5.23796047474147,51.8151687523402 5.22078747433666,51.8109160896574 5.21147874447544,51.8099977585496 5.20327242179692,51.8102406600797 5.19512308009959,51.8115097083519 5.17610154569142,51.8164738556444 5.17064305528637,51.8170324066623 5.15928041263301,51.816479911552 5.14090752313139,51.8141194493129 5.13308344297349,51.8143443928506 5.1222408108599,51.8164216630207 5.10516386953203,51.8231281879144 5.09319022708013,51.8262436271651 5.08224182847242,51.8268512905302 5.07175341000978,51.8252929975514 5.05072683285396,51.8185330292758 5.0421068499987,51.8173554375605 5.03541475759108,51.8174684774099 5.02635183920194,51.8188567378616 5.03141507388647,51.841084800493 5.01463212053193,51.842153799028 4.99929639101274,51.8445998806678 4.99988679362513,51.8484516057368 4.99868465445247,51.8522772050992 4.99823415783761,51.8549900721185 4.99393075001117,51.8611507014781 4.99596504822034,51.8618485504237 5.00443561824945,51.8580262551149 5.01835968165315,51.8591355333301 5.02690803262271,51.8586077134871 5.04373472744732,51.8592299154449 5.05299948541686,51.8573606827118 5.05824847828685,51.8579618113663 5.06363012603985,51.8606081793375 5.06204715511827,51.8623873191691 5.05419981289867,51.8650990812244 5.05194760086761,51.8690809000482 5.05415973250992,51.8723494411585 5.06180386499518,51.8742354967582 5.07365876731728,51.8740390104388 5.08081627073279,51.8756619003859 5.08600733581109,51.8803653177771 5.08815948467688,51.8870943572955 5.09241461885177,51.8890512531237 5.09853867703207,51.8878660791688 5.10575940747165,51.8888109359416 5.11273687892904,51.8877761789693 5.11769694710937,51.8926746647723 5.11906543152809,51.8982695728745 5.1322776181248,51.9148817604303 5.13665098974404,51.914811342294 5.13567481792668,51.9182227414491 5.14243294769232,51.9249365811056 5.15035944170985,51.928189190853 5.15851990512414,51.9284212560311 5.16679712431613,51.9260201470949 5.15919612864758,51.9196301204314 5.17590022960037,51.9211016703147 5.18738157536962,51.9239213845492 5.2041229492462,51.9250090397925 5.20768569153106,51.9262135373521 5.21180998666241,51.9196453661898 5.23297421926829,51.9235539889457 5.24344029980422,51.9276207742094 5.25506195298205,51.9354825390203 5.26831348553378,51.9327335945241 5.2792196359804,51.9331812558349 5.28475676830262,51.9308166790114 5.28677784293945,51.9282089081153 5.28518498553597,51.9225770563935 5.27361082599345,51.9200744533873 5.28291509807493,51.91179796444 5.29501637515056,51.900114025484 5.29732358887516,51.9015790476742 5.3072925923076,51.8961920740845 5.31289922674244,51.895743743095 5.31951087207498,51.8922194956453 5.3233664970887,51.889010349295 5.32168983795366,51.8855055226928 5.3162941191212,51.8833230408995 5.31761417222215,51.8803445313805 5.32730915374975,51.8825662682811 5.3354987308821,51.8816389869234 5.33945613706379,51.8778740470825 5.33902401066703,51.8740341578397 5.33658317346501,51.8699663382278 5.32803267435191,51.8647967965061 5.32829441119937,51.8569750407719 5.33834694048862,51.858726492075 5.34498350249847,51.8571506979587 5.34933793588475,51.8583988213091 5.36006973149258,51.8583624259731 5.36923345964715,51.8603891250126 5.37840781193767,51.8633999321377 5.37961961581168,51.8615142391547 5.39107209636986,51.8547244727298 5.39523923338033,51.852933502008 5.39954659813375,51.8546187840705 5.4079768304255,51.8544114810096 5.41523425217355,51.8518010188407</coordinates></Polygon></MultiGeometry>;51,86160154;5,209350619
West Maas en Waal;Gelderland;<MultiGeometry><Polygon><coordinates>5.60983535826801,51.836273844878 5.60896197730622,51.830988823006 5.60288443428689,51.8282354931356 5.59797669178716,51.8280494407821 5.59174864901053,51.8294338853571 5.5859467456892,51.8296236297218 5.57143217085798,51.8277507850729 5.56127806244195,51.8278292187646 5.5546447808883,51.8264828307508 5.55194218799612,51.8247943214961 5.54862877516442,51.8198027210908 5.54383240118198,51.8168880043147 5.53947930104534,51.8162196118333 5.52933391942499,51.8182547392983 5.51918374664545,51.8189677025503 5.51295473629603,51.8216440990465 5.50505187620653,51.8279441702546 5.49455593336869,51.8307316591252 5.48730046643329,51.8299021659284 5.48183987740946,51.8270663819423 5.47929395969028,51.8234730654168 5.4779649474091,51.81897991868 5.47421466370401,51.8146413792868 5.46695835214573,51.8116624054988 5.45970592621622,51.8104986324371 5.4452039601728,51.8095359734666 5.43215468291556,51.8106293107234 5.42200734466524,51.8147494488037 5.41488552386128,51.8212901854121 5.41612485480952,51.8231413799341 5.40779259032885,51.8298439700662 5.40538261981813,51.8350356221501 5.40063329049762,51.8376587699455 5.40914905294286,51.8439239307738 5.41523425217355,51.8518010188407 5.42086821405392,51.8635209969398 5.42602317150144,51.8701151057949 5.43353819330088,51.8772260393126 5.44070502531848,51.8820096213527 5.45343462318485,51.8874374901068 5.46391682043762,51.8890089474986 5.47215951523314,51.8895462374603 5.50091115874948,51.8891414639781 5.51830987854275,51.8912871966683 5.53136263540361,51.8947533684954 5.53098304630011,51.8913935139223 5.53937759084339,51.891875297701 5.54529433033027,51.8879631378319 5.55103049403027,51.888075560233 5.57470830797159,51.8923594578638 5.57478730653836,51.8883818980657 5.57224871181726,51.8857967194654 5.56643754832219,51.8839483400639 5.56937870679751,51.8795032960024 5.56843553851285,51.8765454692234 5.56025593093881,51.8750478701192 5.55960134057267,51.8705072046787 5.55378241761632,51.8703737574503 5.55303804765712,51.862536395284 5.57727551169811,51.8644427100074 5.57885754747048,51.8591136456602 5.58503944714062,51.8571295518606 5.58110512086631,51.850573421463 5.58421488494478,51.8433832429101 5.58501336345362,51.839106583187 5.59826947443153,51.8395442113477 5.59849371726677,51.8378511982334 5.60983535826801,51.836273844878</coordinates></Polygon></MultiGeometry>;51,85162949;5,496593283
Westerkwartier;Groningen;<MultiGeometry><Polygon><coordinates>6.18571676535014,53.1292134512283 6.17523494008195,53.1359026387453 6.17675042887252,53.15950452441 6.17725065327965,53.1667671583037 6.18137552221251,53.1705567370633 6.18813442334927,53.1827496758146 6.19551352128069,53.1916211411907 6.19943210153499,53.1932535941747 6.19954226527686,53.1981638818596 6.2041146321182,53.199758486151 6.20923375048991,53.1998270325208 6.2144771392122,53.2040599932029 6.21950398930353,53.2063753928601 6.22473690599441,53.2118752449939 6.22467077501055,53.2142725378093 6.22999007967025,53.2178386687283 6.2301095781981,53.2225464765481 6.22533952667799,53.2254553932512 6.22453789230108,53.230157221235 6.21817475512218,53.2316156537055 6.21554259206355,53.2369851666576 6.22497212602087,53.2385928510532 6.21797830711197,53.241932142596 6.23196582385242,53.2469318316959 6.2301128987685,53.2504217642322 6.23510074863948,53.2533548555415 6.23217311778447,53.2567474241222 6.23700723827655,53.2572223737767 6.23884363638959,53.2628066528884 6.24521546118171,53.2676282977172 6.25421065216073,53.2680187345312 6.25580352168516,53.2705528245837 6.25143170137867,53.2771060472914 6.25318702945618,53.2878591914668 6.25788990131761,53.2906161278883 6.27071373262883,53.2916215086506 6.27073101120481,53.293708071577 6.27434172012666,53.2964887858224 6.27454779263641,53.2992437424986 6.27830724411482,53.3027309482407 6.28907414078015,53.3049083215037 6.29436119715963,53.3081726745477 6.29246234770492,53.310287956012 6.28676336750745,53.3120103772622 6.28050468198925,53.3126059117762 6.28690111780585,53.3410262785411 6.28847002706667,53.3405571831785 6.29052070467138,53.3394208877319 6.29224165821233,53.3384723661328 6.30050709283295,53.3342419676382 6.30469217224018,53.3330602636715 6.31386802247732,53.3283261886041 6.31598127167565,53.3249234218261 6.31653156195902,53.3193949970751 6.32435401688585,53.3156477540051 6.33340082233037,53.3157635946468 6.34122792040034,53.3187341556312 6.34925702680875,53.3178180318032 6.35408985378297,53.3143844555076 6.36039634005329,53.3152949721065 6.36428863007368,53.3202030334273 6.36759094378511,53.3216225358435 6.37480437859103,53.320354924852 6.38961615084336,53.3199242017164 6.4005446880629,53.3191058741834 6.40860088126033,53.3211352988485 6.41414857521125,53.3277314747447 6.42426757002079,53.3271182106429 6.43036568752022,53.3284853935361 6.43727550598694,53.3217268905574 6.43814459695907,53.317498763574 6.42829842557072,53.3171077540329 6.4284884653088,53.3108454319707 6.42554023115489,53.3052908230519 6.42070855160279,53.3014097285964 6.42111888190055,53.2976402677451 6.42387086408571,53.294884677978 6.4344735470172,53.2921955039015 6.43504191590173,53.2893608405252 6.43062853057119,53.2858693567971 6.42696651866963,53.2860814858084 6.42306439319576,53.2818551874273 6.42916827593327,53.2806797707906 6.43079799667541,53.2781306197269 6.44276826829222,53.2829049937563 6.44460081664577,53.2806897689515 6.45051873729155,53.2804698193302 6.45704688456898,53.283331760639 6.46493040792069,53.2789606204399 6.4714974087434,53.2789247995922 6.47212345909125,53.2752701131348 6.47535604035459,53.2711414366115 6.48420447101448,53.2720245181927 6.48385445329665,53.2689525206912 6.49338546724675,53.2683182369988 6.50315342618451,53.2703152206755 6.50642170241741,53.2684010566609 6.50824042921629,53.2575740643884 6.51144249367092,53.2541142532816 6.50263596128424,53.2475010061816 6.49923640080351,53.248383278985 6.49584672191469,53.2458230442303 6.48872558012715,53.2472314065488 6.48860173081197,53.2490163654393 6.48092081205465,53.2501853008725 6.48038024017331,53.2448946479551 6.47344654365818,53.2296695654565 6.46455111245673,53.207611963726 6.46681609938337,53.204530288031 6.4627456870665,53.2019787993834 6.46346149182372,53.200058243187 6.44771214606612,53.1964405975693 6.44566201307059,53.1910154994456 6.44286685543513,53.187740435165 6.43443637808549,53.185609630788 6.42974242966163,53.1831586719753 6.42055050876143,53.1811074457193 6.40580516789578,53.1767633234931 6.40292158275882,53.1672055231257 6.39516540626674,53.1635766481157 6.39112820014154,53.1594187664137 6.38184054358939,53.1536657742054 6.38261234269798,53.1495705014464 6.36585507388359,53.1222275311745 6.36355853220008,53.1075515767346 6.35662054906048,53.1070845294721 6.34443348381442,53.0871349310213 6.31515752013491,53.0940527956034 6.29056567201097,53.0998290619856 6.28305037651998,53.1068631491298 6.27413889522546,53.1111611765318 6.2626508894074,53.1141231037122 6.25837243288058,53.1143712897572 6.24361526302609,53.1135057554891 6.23454694677444,53.1134647587465 6.22260683516971,53.114914157045 6.20504834557694,53.1154841668294 6.18956775789398,53.1255442252576 6.18571676535014,53.1292134512283</coordinates></Polygon></MultiGeometry>;53,2184833;6,337981948
Westerveld;Drenthe;<MultiGeometry><Polygon><coordinates>6.36902626063018,52.9219756362944 6.38555015329634,52.9155473413383 6.38099188016554,52.9121511236031 6.37644069978639,52.9072266522916 6.37049608416276,52.9032273901005 6.36661338227722,52.9028936582024 6.35955681526322,52.8945301823517 6.37326565617422,52.8902744148083 6.36655433375754,52.8816639347773 6.36883260071133,52.8767179458187 6.3726362100771,52.8759074274331 6.37221590453429,52.8815038166982 6.38147221293218,52.8895957457719 6.4199929201826,52.8823218827696 6.42226354686974,52.880313863111 6.42020572795289,52.877915492815 6.42769809886182,52.8725315339576 6.43077887217441,52.8718622962965 6.43102154611143,52.8676586349462 6.43434507886067,52.8569932501461 6.42921086984957,52.8564404323432 6.43088812717868,52.8503854309869 6.43574960130297,52.8511369504131 6.44058699692101,52.8499929123684 6.45319039572998,52.8503499760255 6.46071599184795,52.8530661510092 6.46315019694644,52.8488921654705 6.46115294250574,52.8451043748668 6.46296603935603,52.8390859350554 6.4761251493337,52.8381611097569 6.4800262047792,52.8369443719895 6.46791968951487,52.8221098583488 6.45978497240543,52.813219947897 6.45756387235742,52.8046080396238 6.45545081803845,52.8005565065564 6.44973416467621,52.7927634627292 6.44692039898651,52.7858892979528 6.43698246571461,52.7919967169701 6.4295733769658,52.7887051204753 6.43201915500473,52.7846022965978 6.42753047559736,52.7825013755198 6.41665354723061,52.7817292970128 6.41637648857197,52.7863873401182 6.41310626453656,52.7883001343937 6.40730537312471,52.7855325002532 6.40051504531393,52.7808248861073 6.39415485295152,52.7775332780439 6.39152820460635,52.7795737813688 6.38682396482704,52.7799561622836 6.37791656839783,52.7852036281878 6.37321300007638,52.7823227971034 6.37206791834139,52.7800019631293 6.3610902138173,52.7832361116191 6.3559948971331,52.7803388191388 6.35124553475284,52.7832709796874 6.3531366194403,52.7865837538658 6.35092440048824,52.7883327746656 6.34295683120584,52.7896927387523 6.35043943282291,52.7918394852758 6.35459657055443,52.795198479193 6.35365622959769,52.798919572096 6.340498122354,52.7989789851518 6.3212127962721,52.7953895317912 6.310415053719,52.7955217403667 6.30692467172414,52.793871030738 6.30257376880963,52.7891504479076 6.29705472386169,52.7809285373857 6.29304498720927,52.7784117258052 6.29920259300108,52.7685697864601 6.29663478117469,52.7659263875692 6.28033763400121,52.7626459502411 6.26866044172398,52.7584280554227 6.26208043487235,52.7576232346519 6.25202759774378,52.7583106039058 6.24624861092911,52.7533544208561 6.24263687186408,52.7515598380915 6.23820584439849,52.7456678619801 6.23143884521702,52.7417085919766 6.21855592299627,52.7483003952451 6.20279573330133,52.7304308903924 6.20145277975504,52.7297858332954 6.17759243097145,52.7683024998669 6.1729060467825,52.7730542659502 6.1801598313841,52.7771357295516 6.19380793800801,52.7864028151318 6.20173081529532,52.7936961032707 6.17722985571457,52.8138511003622 6.17168194548735,52.8150602432985 6.15764397696155,52.8250355578193 6.13682483748586,52.8387979878194 6.1303115886725,52.8439303916669 6.12869446547394,52.8478073793134 6.11981996215266,52.8542149518094 6.16599315025609,52.875026610383 6.20690007916358,52.890743870756 6.23229112562093,52.9134381896092 6.24482966496594,52.919587009085 6.24725876163057,52.9233474555254 6.25659313540022,52.927641244481 6.30298532832935,52.9249723765606 6.33328061791296,52.9063560752531 6.33446038916189,52.9065699093586 6.36902626063018,52.9219756362944</coordinates></Polygon></MultiGeometry>;52,83819247;6,295526707
Westervoort;Gelderland;<MultiGeometry><Polygon><coordinates>5.96577554514375,51.9387676160839 5.96179432060089,51.9387926223398 5.95916283555354,51.9453915322015 5.95522551230538,51.9487535459773 5.9513296634684,51.9524634632291 5.94930557022758,51.9566410876215 5.95048830265927,51.9620504004026 5.95509907917902,51.966753700829 5.95894302333553,51.9692020591852 5.96562910943417,51.971625369088 5.97917128125749,51.9734510178268 5.9903401170831,51.9744060936755 5.99901057906131,51.9774824978602 6.00196528201922,51.9806500065161 6.00173292457455,51.9775517063902 5.99867193247329,51.9749976539648 5.99016757172868,51.9722695999338 5.98403538556219,51.9724183451999 5.98639566544222,51.9689354997987 5.98526436365508,51.9639595445277 5.98711128364375,51.9603681073881 5.98483628340682,51.9516823418987 5.98757655852884,51.9504410986264 5.98448817580162,51.9468068119033 5.98436392424297,51.9430208907254 5.97537912625173,51.9417580970687 5.970352264573,51.9393259628419 5.96577554514375,51.9387676160839</coordinates></Polygon></MultiGeometry>;51,95751823;5,970718338
